category;name;rus;eng
talent_name;weapon_thousand_floating_dreams;Песнь тысячи рассветов;A Thousand Nights' Dawnsong
talent_descr;weapon_thousand_floating_dreams_mastery;name{Мастерство стихий} всех персонажей отряда поблизости (кроме экипированного этим оружием персонажа) увеличивается на %{mastery} единиц. Если этим оружием обладают и другие члены отряда, эффект суммируется.;All nearby party members other than the equipping character will have their name{Elemental Mastery} increased by %{mastery}. Multiple such effects from multiple such weapons can stack.


talent_descr;weapon_thousand_floating_dreams_static;Другие члены отряда предоставляют экипированному этим оружием персонажу усиления в зависимости от того, совпадают их элементы, или нет. Данные эффекты могут складываться до 3 раз.;Party members other than the equipping character will provide the equipping character with buffs based on whether their Elemental Type is the same as the latter or not. The aforementioned effects can have 3 stacks.

talent_descr;weapon_thousand_floating_dreams_same;Если элементы совпадают, name{мастерство стихий} повышается на %{text_mastery|32} ед. (%{dreams_elements_same|0}).;If their Elemental Types are the same, increase name{Elemental Mastery} by %{text_mastery|32} (%{dreams_elements_same|0}).
talent_descr;weapon_thousand_floating_dreams_other;Если не совпадают, экипированный этим оружием персонаж получает %{text_dmg_own|10}% name{бонус урона} своего элемента (%{dreams_elements_different|0}).;If their Elemental Types are not the same, increase the equipping character's name{DMG Bonus} from their Elemental Type by %{text_dmg_own|10}% (%{dreams_elements_different|0}).

talent_descr;weapon_thousand_floating_dreams_party;name{Мастерство стихий} всех персонажей отряда поблизости (кроме экипированного этим оружием персонажа) увеличивается на %{mastery|40} единиц. Если этим оружием обладают и другие члены отряда, эффект суммируется.;All nearby party members other than the equipping character will have their name{Elemental Mastery} increased by %{mastery|40}. Multiple such effects from multiple such weapons can stack.
