category;name;rus;eng

weapon_name;a_thousand_blazing_suns;Тысяча ослепительных солнц;A Thousand Blazing Suns
talent_name;weapon_a_thousand_blazing_suns;Закат распаляет рассвет;Sunset Reignites the Dawn
talent_descr;weapon_a_thousand_blazing_suns_1;При использовании элементального навыка или взрыва стихии наделяет name{Палящим сиянием}: повышает name{крит. урон} на %{crit_dmg} и name{силу атаки} на %{atk_percent} на 6 сек. Эффект может возникнуть 1 раз в 10 сек.<br>Нанесение урона name{обычной} или name{заряженной атакой} во время действия name{Палящего сияния} продлевает длительность данного эффекта на 2 сек. Продление его действия может сработать 1 раз в 1 сек., а максимум продления составляет 6 сек.;Gain the "name{Scorching Brilliance}" effect when using an name{Elemental Skill} or name{Burst}: name{CRIT DMG} increased by %{crit_dmg} and name{ATK} increased by %{atk_percent} for 6s. This effect can trigger once every 10s.<br>While a "name{Scorching Brilliance}" instance is active, its duration is increased by 2s after name{Normal} or name{Charged} attacks deal Elemental DMG. This effect can trigger once every second, and the max duration increase is 6s.
talent_descr;weapon_a_thousand_blazing_suns_2;Кроме того, эффекты name{Палящего сияния} усиливаются на value{75%}, если экипированный персонаж находится в состоянии name{Благословения Ночного духа}, а его длительность не отсчитывается, когда экипированный персонаж вне поля боя.;Additionally, when the equipping character is in the name{Nightsoul's Blessing} state, "name{Scorching Brilliance}" effects are increased by value{75%}, and its duration will only count down when the equipping character is on the field.

weapon_name;starcallers_watch;Бдение взывающего к звёздам;Starcaller's Watch
talent_name;weapon_starcallers_watch;Подношение ветру и солнцу;Offering Unto Wind and Sun
talent_descr;weapon_starcallers_watch_1;Повышает мастерство стихий на %{mastery} ед.;Increases name{Elemental Mastery} by %{mastery}.
talent_descr;weapon_starcallers_watch_2;После того как экипированный персонаж создаёт щит, на 15 сек. он получает эффект name{Зеркала ночи}: урон активного персонажа вашего отряда по врагам поблизости повышается на %{dmg_all|28}. Эффект name{Зеркала ночи} можно получить один раз в 14 сек.;Gain the "name{Mirror of Night}" effect within 15s after the equipping character creates a shield: The current active party member deals %{dmg_all|28} increased DMG to nearby opponents. You can gain the "name{Mirror of Night}" effect once every 14s.
