category;name;rus;eng

talent_name;weapon_wolf_fang;Волк северного ветра;Northwind Wolf
talent_name;weapon_wolf_fang_2;Волк северного ветра (Элем. навык);Northwind Wolf  (Skill)
talent_name;weapon_wolf_fang_3;Волк северного ветра (Взрыв стихий);Northwind Wolf  (Burst)
talent_descr;weapon_wolf_fang_1;Увеличивает урон name{элементального навыка} и name{взрыва стихии} на %{dmg_skill}.;DMG dealt by name{Elemental Skill} and name{Elemental Burst} will be increased by %{dmg_skill}.
talent_descr;weapon_wolf_fang_2;Когда name{элементальный навык} попадает по врагу, его name{шанс крит. попадания} увеличивается на %{crit_rate_skill}. Эффект длится 10 сек., складывается до 4 раз и может возникнуть один раз в 0,1 сек.;When an name{Elemental Skill} hits an opponent, its name{CRIT Rate} will be increased by %{crit_rate_skill}. Effect lasts 10s, have 4 max stacks, and can be triggered once every 0.1s.
talent_descr;weapon_wolf_fang_3;Когда name{взрыв стихии} попадает по врагу, его name{шанс крит. попадания} увеличивается на %{crit_rate_burst}. Эффект длится 10 сек., складывается до 4 раз и может возникнуть один раз в 0,1 сек.;When an name{Elemental Burst} hits an opponent, its name{CRIT Rate} will be increased by %{crit_rate_burst}. Effect lasts 10s, have 4 max stacks, and can be triggered once every 0.1s.

feature_weapon;weapon_finale_of_the_deep_bonus;Бонус силы атаки Финальное благородство;An End Sublime ATK Bonus
talent_name;weapon_finale_of_the_deep;Финальное благородство;An End Sublime
talent_descr;weapon_finale_of_the_deep_1;Активация name{элементального навыка} повышает name{силу атаки} на %{atk_percent} на 15 сек. и накладывает name{Долг жизни}, равный 25% от макс. HP. Эффект может возникнуть один раз в 10 сек.;When using an name{Elemental Skill}, name{ATK} will be increased by %{atk_percent} for 15s, and a name{Bond of Life} worth 25% of name{Max HP} will be granted. This effect can be triggered once every 10s.
talent_name;weapon_finale_of_the_deep_2;Долг жизнии;Bond of Life
talent_descr;weapon_finale_of_the_deep_2;Когда name{Долг жизни} снимается, name{сила атаки} повышается на %{text_percent_hp} от отданного значения name{Долга жизни} (макс. %{text_decimal} ед.) на 15 сек.;When the name{Bond of Life} is cleared, a maximum of %{text_decimal} name{ATK} will be gained based on %{text_percent_hp} of the total amount of the name{Life Bond} cleared, lasting for 15s.

talent_name;weapon_fleuve_cendre_ferryman;Железная кость;Ironbone
talent_descr;weapon_fleuve_cendre_ferryman_1;Увеличивает name{шанс крит. попадания} name{элементального навыка} на %{crit_rate_skill}.;Increases name{Elemental Skill} name{CRIT Rate} by %{crit_rate_skill}.
talent_descr;weapon_fleuve_cendre_ferryman_2;После применения name{элементального навыка} name{восстановление энергии} повышается на %{recharge} на 5 сек.;Increases name{Energy Recharge} by %{recharge} for 5s after using an name{Elemental Skill}.

talent_name;weapon_talking_stick_1;Острый язык (Сила атаки);The Silver Tongue (ATK)
talent_descr;weapon_talking_stick_1;Повышает name{силу атаки} на %{atk_percent} на 15 сек. после получения эффекта pyro{Пиро}. Эффект может возникнуть один раз в 12 сек.;name{ATK} will be increased by %{atk_percent} for 15s after being affected by pyro{Pyro}.This effect can be triggered once every 12s.
talent_name;weapon_talking_stick_2;Острый язык (Бонус урона);The Silver Tongue (DMG Bonus)
talent_descr;weapon_talking_stick_2;После получения эффектов hydro{Гидро}, cryo{Крио}, electro{Электро} или dendro{Дендро} бонус name{элементального урона} на 15 сек. увеличивается на %{dmg_pyro}. Может возникнуть раз в 12 сек.;All name{Elemental DMG Bonus} will be increased by %{dmg_pyro} for 15s after being affected by hydro{Hydro}, cryo{Cryo}, electro{Electro}, or dendro{Dendro}. This effect can be triggered once every 12s.

talent_name;weapon_tidal_shadow;Надвигающаяся белая волна;White Cruising Wave
talent_descr;weapon_tidal_shadow;name{Сила атаки} после получения лечения увеличивается на %{atk_percent} на 8 сек. Эффект срабатывает, даже когда персонаж не на поле боя.;After the wielder is healed, name{ATK} will be increased by %{atk_percent} for 8s. This can be triggered even when the character is not on the field.

talent_name;weapon_ballad_of_the_fjords;Истории тундры;Tales of the Tundra
talent_descr;weapon_ballad_of_the_fjords;Если в отряде от 3 персонажей разных элементов, name{мастерство стихий} увеличивается на %{mastery} ед.;When there are at least 3 different Elemental Types in your party, name{Elemental Mastery} will be increased by %{mastery}.

talent_name;weapon_rightful_reward;Острие копья;Tip of the Spear
talent_descr;weapon_rightful_reward;При получении лечения персонаж восстанавливает %{text_number} ед. энергии. Эффект может возникнуть один раз в 10 сек. и срабатывает, даже когда персонаж не на поле боя.;When the wielder is healed, restore %{text_number} Energy. This effect can be triggered once every 10s, and can occur even when the character is not on the field.

talent_name;weapon_sacrificial_jade;Нефритовый круговорот;Jade Circulation
